customer_id,name,plan_type,region,data_used_gb,calls_made,revenue_inr,arpu,complaints_total,complaints_open,complaint_open_ratio,tenure,contract_type,monthly_charges,churn,churn_flag
1082,Geeta Chatterjee,Prepaid,Mumbai,0.93,141,159.93,3.63,3.0,0.0,0.0,44,One Year,153.6,No,0
1083,Sanjay Kumar,Prepaid,Bangalore,2.71,450,157.28,2.81,1.0,0.0,0.0,56,One Year,154.65,No,0
1084,Vikram Chopra,Postpaid,Chennai,8.37,268,502.06,11.16,0.0,0.0,0.0,45,Month-To-Month,468.56,Yes,1
1085,Rajesh Verma,Prepaid,Delhi,2.18,245,107.98,2.57,1.0,0.0,0.0,42,One Year,113.58,No,0
1086,Arun Reddy,Postpaid,Delhi,16.55,369,272.95,5.81,0.0,0.0,0.0,47,Two Year,252.84,No,0
1087,Rohit Pandey,Postpaid,Kolkata,23.71,168,267.35,4.53,0.0,0.0,0.0,59,Two Year,272.85,No,0
1088,Rajesh Iyer,Postpaid,Mumbai,8.01,203,314.09,24.16,0.0,0.0,0.0,13,Month-To-Month,315.59,No,0
1089,Vinod Gupta,Prepaid,Kolkata,2.73,287,154.43,2.81,0.0,0.0,0.0,55,Month-To-Month,147.86,No,0
1090,Rajesh Mehta,Postpaid,Chennai,13.94,383,288.38,13.11,0.0,0.0,0.0,22,Month-To-Month,337.09,No,0
1091,Asha Pandey,Prepaid,Kolkata,6.23,330,130.35,2.41,2.0,1.0,0.5,54,One Year,124.59,No,0
1092,Meena Patel,Postpaid,Hyderabad,8.94,305,462.97,22.05,2.0,0.0,0.0,21,Two Year,447.07,No,0
1093,Sneha Gupta,Prepaid,Delhi,4.68,288,130.67,5.94,1.0,0.0,0.0,22,Month-To-Month,138.57,Yes,1
1094,Karan Joshi,Prepaid,Delhi,2.68,320,128.61,4.59,3.0,1.0,0.33,28,One Year,146.86,No,0
1095,Geeta Patel,Postpaid,Bangalore,7.78,300,384.97,42.77,0.0,0.0,0.0,9,Two Year,438.82,No,0
1096,Rajesh Sharma,Prepaid,Bangalore,5.92,177,195.64,7.52,0.0,0.0,0.0,26,One Year,173.6,No,0
1097,Asha Chatterjee,Prepaid,Chennai,3.67,285,240.33,26.7,0.0,0.0,0.0,9,One Year,227.42,No,0
1098,Vikram Reddy,Postpaid,Hyderabad,12.59,173,401.26,26.75,1.0,1.0,1.0,15,One Year,451.8,No,0
1099,Ajay Bose,Postpaid,Mumbai,12.24,288,479.76,47.98,0.0,0.0,0.0,10,One Year,501.31,No,0
1100,Geeta Patel,Postpaid,Kolkata,19.33,232,321.71,13.4,0.0,0.0,0.0,24,Month-To-Month,313.03,No,0
1101,Deepak Shah,Postpaid,Chennai,10.39,534,381.18,6.57,0.0,0.0,0.0,58,One Year,346.32,No,0
1102,Rajesh Shah,Prepaid,Bangalore,2.55,276,163.37,2.87,0.0,0.0,0.0,57,One Year,189.28,No,0
1103,Vinod Pandey,Prepaid,Kolkata,9.55,140,174.87,4.16,1.0,0.0,0.0,42,Two Year,189.87,No,0
1104,Rohit Gupta,Prepaid,Bangalore,2.49,267,155.65,19.46,1.0,0.0,0.0,8,One Year,139.36,No,0
1105,Ravi Rao,Prepaid,Kolkata,4.76,332,217.39,9.06,3.0,0.0,0.0,24,One Year,254.93,No,0
1106,Anita Sharma,Postpaid,Mumbai,12.91,447,348.45,21.78,0.0,0.0,0.0,16,Month-To-Month,382.74,No,0
1107,Anita Shah,Postpaid,Chennai,17.39,221,298.25,6.09,0.0,0.0,0.0,49,Month-To-Month,262.15,No,0
1108,Geeta Shah,Prepaid,Kolkata,2.19,122,238.53,9.17,1.0,1.0,1.0,26,Month-To-Month,230.68,Yes,1
1109,Ravi Kumar,Prepaid,Hyderabad,4.25,362,94.01,3.48,1.0,0.0,0.0,27,Month-To-Month,101.25,No,0
1110,Arun Sharma,Postpaid,Delhi,7.88,142,279.82,7.56,0.0,0.0,0.0,37,One Year,321.6,No,0
1111,Asha Mehta,Prepaid,Hyderabad,3.11,236,182.66,45.66,2.0,0.0,0.0,4,Two Year,212.78,No,0
1112,Kavya Kumar,Postpaid,Hyderabad,14.06,254,340.12,6.8,2.0,1.0,0.5,50,Month-To-Month,368.32,No,0
1113,Rekha Reddy,Prepaid,Delhi,1.09,273,188.62,7.86,0.0,0.0,0.0,24,Month-To-Month,169.25,Yes,1
1114,Vinod Verma,Postpaid,Hyderabad,10.94,349,411.66,21.67,1.0,1.0,1.0,19,Two Year,422.31,No,0
1115,Nisha Singh,Prepaid,Kolkata,6.76,212,280.62,7.8,1.0,0.0,0.0,36,Month-To-Month,263.22,Yes,1
1116,Nisha Iyer,Postpaid,Kolkata,15.85,253,260.1,6.67,0.0,0.0,0.0,39,One Year,231.1,No,0
1117,Ajay Shah,Postpaid,Kolkata,6.32,279,381.5,38.15,0.0,0.0,0.0,10,One Year,392.32,No,0
1118,Karan Sharma,Postpaid,Delhi,20.28,295,169.57,6.78,0.0,0.0,0.0,25,One Year,186.88,No,0
1119,Deepak Kumar,Postpaid,Hyderabad,10.25,290,366.53,20.36,0.0,0.0,0.0,18,Month-To-Month,364.66,No,0
1120,Karan Iyer,Postpaid,Delhi,15.63,324,286.87,15.1,0.0,0.0,0.0,19,Month-To-Month,255.58,No,0
1121,Rahul Das,Postpaid,Kolkata,12.96,364,519.28,14.42,0.0,0.0,0.0,36,One Year,475.83,No,0
1122,Asha Patel,Prepaid,Hyderabad,9.15,319,85.95,8.6,1.0,0.0,0.0,10,One Year,98.82,No,0
1123,Arun Verma,Postpaid,Hyderabad,18.51,325,351.68,10.66,0.0,0.0,0.0,33,Month-To-Month,332.47,No,0
1124,Rahul Rao,Postpaid,Bangalore,12.38,122,457.89,8.33,0.0,0.0,0.0,55,One Year,448.22,No,0
1125,Deepak Singh,Prepaid,Bangalore,4.85,285,180.38,3.61,0.0,0.0,0.0,50,Month-To-Month,160.73,No,0
1126,Kavya Rao,Postpaid,Mumbai,21.85,328,248.4,49.68,0.0,0.0,0.0,5,One Year,280.13,No,0
1127,Kavya Pandey,Postpaid,Chennai,6.06,353,251.62,5.35,2.0,2.0,1.0,47,Month-To-Month,249.08,No,0
1128,Neha Pandey,Postpaid,Bangalore,13.91,211,312.77,6.38,1.0,1.0,1.0,49,Two Year,280.8,No,0
1129,Pooja Mehta,Prepaid,Delhi,1.79,214,190.54,5.44,0.0,0.0,0.0,35,Month-To-Month,195.83,No,0
1130,Amit Gupta,Prepaid,Bangalore,2.27,223,188.46,4.28,1.0,0.0,0.0,44,Month-To-Month,189.48,Yes,1
1131,Manoj Joshi,Postpaid,Mumbai,8.74,334,371.9,10.94,1.0,0.0,0.0,34,Month-To-Month,426.91,No,0
1132,Asha Iyer,Postpaid,Hyderabad,12.49,383,190.44,5.77,1.0,0.0,0.0,33,Month-To-Month,204.02,No,0
1133,Arun Pillai,Prepaid,Mumbai,3.08,239,249.98,4.55,2.0,0.0,0.0,55,Two Year,263.87,No,0
1134,Nisha Nair,Postpaid,Hyderabad,8.92,371,296.25,14.11,0.0,0.0,0.0,21,Two Year,261.35,No,0
1135,Sneha Gupta,Postpaid,Hyderabad,12.75,292,311.83,18.34,1.0,1.0,1.0,17,Month-To-Month,333.58,No,0
1136,Arun Das,Prepaid,Chennai,6.92,268,173.6,7.89,2.0,1.0,0.5,22,Month-To-Month,175.66,Yes,1
1137,Vinod Das,Postpaid,Bangalore,10.42,259,392.54,8.18,0.0,0.0,0.0,48,One Year,373.35,No,0
1138,Swati Pandey,Prepaid,Delhi,3.26,355,219.74,5.94,2.0,0.0,0.0,37,Two Year,244.52,No,0
1139,Arun Shah,Prepaid,Delhi,5.05,313,219.48,14.63,1.0,0.0,0.0,15,One Year,220.38,No,0
1140,Ravi Mehta,Prepaid,Kolkata,1.0,508,140.74,4.02,1.0,1.0,1.0,35,Month-To-Month,131.34,Yes,1
1141,Rahul Reddy,Postpaid,Hyderabad,14.14,195,348.75,12.46,1.0,1.0,1.0,28,Month-To-Month,314.17,No,0
1142,Priya Sharma,Prepaid,Delhi,5.17,332,216.29,30.9,3.0,0.0,0.0,7,One Year,208.4,No,0
1143,Geeta Patel,Prepaid,Chennai,4.2,227,152.43,4.76,1.0,0.0,0.0,32,Month-To-Month,145.07,Yes,1
1144,Pooja Rao,Prepaid,Hyderabad,7.18,193,121.17,11.02,0.0,0.0,0.0,11,One Year,136.47,No,0
1145,Kavya Das,Prepaid,Chennai,6.6,279,300.72,30.07,0.0,0.0,0.0,10,Month-To-Month,265.25,Yes,1
1146,Rahul Rao,Postpaid,Delhi,15.71,294,328.57,36.51,3.0,1.0,0.33,9,One Year,369.27,No,0
1147,Deepak Mehta,Prepaid,Delhi,3.09,572,282.24,20.16,3.0,1.0,0.33,14,Month-To-Month,260.75,Yes,1
1148,Ajay Pandey,Prepaid,Kolkata,2.67,262,213.63,16.43,2.0,1.0,0.5,13,One Year,229.85,No,0
1149,Sunita Shah,Postpaid,Delhi,12.92,167,362.82,6.37,0.0,0.0,0.0,57,Month-To-Month,321.06,No,0
1150,Amit Singh,Prepaid,Hyderabad,4.98,307,216.0,8.64,1.0,0.0,0.0,25,One Year,202.63,No,0
1151,Karan Joshi,Prepaid,Hyderabad,2.17,73,118.35,59.18,0.0,0.0,0.0,2,Month-To-Month,109.98,Yes,1
1152,Deepak Rao,Prepaid,Hyderabad,6.8,271,174.3,4.98,0.0,0.0,0.0,35,One Year,190.34,No,0
1153,Rahul Rao,Prepaid,Kolkata,4.84,282,246.56,35.22,0.0,0.0,0.0,7,One Year,250.85,No,0
1154,Swati Pillai,Prepaid,Kolkata,3.61,359,221.64,10.55,0.0,0.0,0.0,21,One Year,214.07,No,0
1155,Suresh Pillai,Prepaid,Delhi,6.18,377,202.92,11.27,0.0,0.0,0.0,18,One Year,187.72,No,0
1156,Ravi Rao,Prepaid,Mumbai,5.39,230,234.04,78.01,2.0,1.0,0.5,3,One Year,265.6,No,0
1157,Rahul Patel,Postpaid,Mumbai,5.91,265,421.8,10.04,2.0,0.0,0.0,42,Two Year,370.42,No,0
1158,Arjun Mehta,Prepaid,Kolkata,8.19,203,166.47,3.08,0.0,0.0,0.0,54,Month-To-Month,149.02,Yes,1
1159,Arjun Mehta,Postpaid,Delhi,14.55,167,218.03,5.59,2.0,0.0,0.0,39,Two Year,234.16,No,0
1160,Suresh Das,Postpaid,Mumbai,17.04,311,309.94,7.56,2.0,0.0,0.0,41,Month-To-Month,282.58,No,0
1161,Deepak Joshi,Prepaid,Delhi,3.15,153,94.63,1.93,0.0,0.0,0.0,49,Month-To-Month,94.11,Yes,1
1162,Neha Rao,Postpaid,Delhi,6.16,239,288.63,26.24,0.0,0.0,0.0,11,Month-To-Month,291.98,Yes,1
1163,Anita Mehta,Prepaid,Delhi,6.22,180,208.24,5.34,1.0,1.0,1.0,39,Month-To-Month,220.52,No,0
1164,Rahul Reddy,Postpaid,Bangalore,9.75,335,160.22,6.68,0.0,0.0,0.0,24,One Year,156.42,No,0
1165,Geeta Chatterjee,Prepaid,Hyderabad,2.43,460,251.58,5.47,3.0,1.0,0.33,46,One Year,235.35,No,0
1166,Sanjay Mishra,Prepaid,Delhi,4.11,150,206.39,10.86,0.0,0.0,0.0,19,One Year,212.06,No,0
1167,Rajesh Verma,Prepaid,Bangalore,0.68,95,298.2,74.55,1.0,0.0,0.0,4,One Year,287.07,No,0
1168,Karan Chopra,Postpaid,Kolkata,17.28,268,342.37,13.17,0.0,0.0,0.0,26,Month-To-Month,323.05,No,0
1169,Kavya Joshi,Prepaid,Mumbai,2.03,282,235.57,6.2,1.0,1.0,1.0,38,Month-To-Month,221.54,Yes,1
1170,Geeta Kumar,Postpaid,Hyderabad,12.73,302,406.26,9.67,0.0,0.0,0.0,42,Month-To-Month,469.35,No,0
1171,Rekha Mehta,Prepaid,Mumbai,3.26,235,109.94,3.44,1.0,0.0,0.0,32,Month-To-Month,99.23,Yes,1
1172,Arun Bose,Postpaid,Hyderabad,9.68,260,329.46,8.45,0.0,0.0,0.0,39,Month-To-Month,333.64,No,0
1173,Asha Sharma,Prepaid,Mumbai,3.7,317,192.17,4.27,0.0,0.0,0.0,45,Month-To-Month,206.92,Yes,1
1174,Arun Das,Postpaid,Hyderabad,17.44,384,396.96,8.63,2.0,1.0,0.5,46,One Year,430.29,No,0
1175,Kavya Singh,Prepaid,Mumbai,6.97,84,155.25,4.31,2.0,1.0,0.5,36,One Year,156.05,No,0
1176,Sneha Shah,Prepaid,Mumbai,5.44,243,101.92,2.55,3.0,1.0,0.33,40,Two Year,91.32,No,0
1177,Anita Reddy,Prepaid,Mumbai,4.81,301,140.17,3.79,0.0,0.0,0.0,37,Two Year,145.48,No,0
1178,Arun Mishra,Prepaid,Mumbai,1.25,188,193.7,5.87,1.0,0.0,0.0,33,One Year,180.2,No,0
1179,Rekha Verma,Postpaid,Kolkata,17.69,453,374.61,10.41,0.0,0.0,0.0,36,Month-To-Month,426.16,No,0
1180,Sneha Patel,Prepaid,Delhi,7.64,216,177.88,59.29,1.0,0.0,0.0,3,One Year,179.17,No,0
1181,Priya Shah,Postpaid,Chennai,28.5,276,363.99,40.44,2.0,0.0,0.0,9,One Year,317.2,No,0
1182,Suresh Rao,Prepaid,Bangalore,3.27,336,174.27,21.78,0.0,0.0,0.0,8,Month-To-Month,161.19,Yes,1
1183,Arun Mehta,Prepaid,Chennai,2.91,221,244.23,7.4,1.0,0.0,0.0,33,Month-To-Month,267.46,Yes,1
1184,Deepak Mehta,Prepaid,Chennai,2.92,95,129.15,2.19,0.0,0.0,0.0,59,Two Year,129.09,No,0
1185,Sneha Pillai,Prepaid,Hyderabad,4.24,237,133.45,22.24,0.0,0.0,0.0,6,Month-To-Month,145.04,Yes,1
1186,Swati Nair,Postpaid,Delhi,22.09,383,287.27,7.01,0.0,0.0,0.0,41,One Year,295.28,No,0
1187,Sanjay Rao,Prepaid,Hyderabad,7.33,246,224.54,5.76,2.0,1.0,0.5,39,One Year,207.14,No,0
1188,Amit Mishra,Prepaid,Delhi,1.1,195,138.48,34.62,0.0,0.0,0.0,4,Month-To-Month,128.06,Yes,1
1189,Ajay Pillai,Postpaid,Delhi,22.32,373,359.29,27.64,0.0,0.0,0.0,13,Month-To-Month,391.2,No,0
1190,Divya Kumar,Postpaid,Mumbai,5.66,247,458.84,9.36,0.0,0.0,0.0,49,Month-To-Month,407.25,No,0
1191,Geeta Nair,Prepaid,Kolkata,1.93,229,149.31,74.66,1.0,0.0,0.0,2,Month-To-Month,145.28,Yes,1
1192,Ravi Shah,Prepaid,Mumbai,5.75,295,189.42,37.88,1.0,1.0,1.0,5,Month-To-Month,196.5,Yes,1
1193,Amit Mehta,Postpaid,Kolkata,11.64,357,406.01,9.23,0.0,0.0,0.0,44,Two Year,405.77,No,0
1194,Pooja Iyer,Prepaid,Hyderabad,2.33,518,128.06,4.74,0.0,0.0,0.0,27,Month-To-Month,124.15,Yes,1
1195,Sanjay Das,Prepaid,Kolkata,1.8,363,188.3,5.88,1.0,0.0,0.0,32,One Year,184.98,No,0
1196,Neha Nair,Prepaid,Hyderabad,5.25,396,96.61,4.6,1.0,1.0,1.0,21,Month-To-Month,97.01,No,0
1197,Nisha Rao,Postpaid,Chennai,14.32,229,289.07,36.13,0.0,0.0,0.0,8,Two Year,288.64,No,0
1198,Manoj Chopra,Postpaid,Chennai,3.09,177,331.33,8.72,0.0,0.0,0.0,38,Month-To-Month,366.95,No,0
1199,Arun Gupta,Prepaid,Kolkata,5.77,286,254.26,31.78,1.0,0.0,0.0,8,Month-To-Month,232.45,Yes,1
1200,Swati Singh,Prepaid,Kolkata,5.21,291,158.62,3.17,1.0,1.0,1.0,50,Two Year,156.66,No,0
1201,Meena Pandey,Prepaid,Hyderabad,4.51,172,130.37,43.46,0.0,0.0,0.0,3,Two Year,146.6,No,0
1202,Asha Joshi,Postpaid,Mumbai,9.37,262,236.92,4.39,2.0,0.0,0.0,54,Month-To-Month,219.4,No,0
1203,Suresh Das,Prepaid,Hyderabad,5.42,320,138.64,3.15,3.0,1.0,0.33,44,Two Year,122.72,No,0
1204,Suresh Reddy,Prepaid,Mumbai,2.31,316,126.84,2.19,1.0,1.0,1.0,58,Month-To-Month,111.83,No,0
1205,Kavya Bose,Postpaid,Chennai,14.01,330,344.45,114.82,1.0,0.0,0.0,3,Month-To-Month,358.54,Yes,1
1206,Arun Kumar,Prepaid,Delhi,3.97,309,160.72,7.31,3.0,1.0,0.33,22,Month-To-Month,180.45,Yes,1
1207,Ravi Chatterjee,Postpaid,Kolkata,8.22,229,354.37,59.06,0.0,0.0,0.0,6,Month-To-Month,352.42,Yes,1
1208,Swati Shah,Prepaid,Mumbai,9.43,229,64.51,32.26,1.0,0.0,0.0,2,One Year,72.99,No,0
1209,Deepak Nair,Prepaid,Hyderabad,1.67,160,124.29,5.4,1.0,1.0,1.0,23,Month-To-Month,109.97,Yes,1
1210,Karan Bose,Prepaid,Chennai,5.89,458,163.56,3.72,0.0,0.0,0.0,44,Month-To-Month,180.72,Yes,1
